,w,x,y,z,categoria
0,17.16972584137724,-1.688275470515612,-4.399674088029144,-0.31410828299326243,helm
1,-5.379176929911555,0.5102431149816332,1.2507073703709966,-1.671970079050801,helm
2,29.99588656040345,-2.815087802073824,-7.337462100717935,-2.2646268261940063,helm
3,19.469226380997863,-2.493371405015681,-4.374813029514892,-2.5732337379141548,tirith
4,-7.523153328679841,-0.19546939345726738,1.540563350000816,0.7071314042377221,tirith
5,28.690756967133705,-2.822098533564943,-7.291319173668026,-1.9573627458006642,helm
6,-3.5341916087227085,0.11754720989407391,1.0017278258812983,2.6121842112093834,rivendale
7,3.2340771986602035,-0.5874270105625079,-0.979693634901097,-5.8582245152831405,tirith
8,-1.3761308621118762,0.20200255415347412,0.3365726724384922,0.6294360751156016,rivendale
9,13.795422299832211,-1.3644157092758284,-3.3249364365453413,-1.9070701048535947,rivendale
10,25.074063278221878,-2.6740443523611424,-6.235279522245897,2.597599080078594,rivendale
11,-9.759009708808582,1.7471020658410392,2.3933754923191506,2.544786760884927,rivendale
12,-9.368414195671482,0.7258260057127172,2.5038009467854545,-1.5968881143101323,tirith
13,15.091937480825214,-2.2566371244300827,-3.481307063656633,-5.271697900515203,rivendale
14,-2.0419370902660097,0.6259736087184902,0.6613495085034176,-1.3613574161999988,helm
15,14.579867498417146,-0.8656081015348054,-3.3505932851305453,0.6376324166202589,moria
16,14.290044419737455,-0.993552424203433,-3.537558374986177,-3.9278829501379997,moria
17,-6.622595162949533,1.3744445483885683,1.8129873602742124,-2.0736907112837883,tirith
18,-10.991613573352362,1.0694575607782377,2.168849655967713,0.9930350735126776,moria
19,13.584100312893003,-1.5302192730541515,-3.4538965566201654,2.568180922479226,helm
20,3.8012237814211787,-0.8175727072439665,-0.7748954773268999,-1.109608141017567,rivendale
21,14.259648850657756,-2.687317680769729,-3.8791437724710445,4.478496189886647,moria
22,6.004232728218049,-1.0207759816337916,-1.912945435165775,-3.2370271335258782,moria
23,4.051168878232585,-0.483036181908559,-0.876149325058736,-0.15172899041696364,moria
24,-0.9342818481837036,-0.2060736711059386,0.8031770257252252,1.195436881894898,moria
25,4.920631594150165,-0.14266817989506198,-1.1799299872889693,-1.835078466340475,rivendale
26,24.41542199118511,-1.9062049557939789,-6.434684802393752,5.571182210485212,rivendale
27,-9.295428528567923,1.3778220770398415,2.311919121376654,-4.043965412072046,tirith
28,-3.16769525642017,0.3773018992022395,1.0269494134684345,1.050198274326902,moria
29,-2.4380218691868745,-0.4984359092880636,0.27898978723270607,-6.352070085451798,tirith
30,15.161904683047203,-1.7531355157961288,-3.2444153357059733,2.867986454427016,moria
31,6.338326705040795,-0.6404464862770607,-1.1840172225658248,-8.16418761644813,rivendale
32,9.116877724962508,-1.3339188911381024,-2.468166398770641,2.618240457650307,tirith
33,5.46365384042055,-0.8704507940208817,-1.2888216460971544,-1.6000282709150193,rivendale
34,7.521872714633169,-0.9117072116119332,-1.6774378351524355,-1.744768060885309,moria
35,-7.513979244453635,0.24288625842575706,1.6118262111131523,-4.299957190456679,helm
36,-12.569765886642783,1.6682363202491768,2.99906353923307,5.081124428065177,moria
37,2.9646128616416303,-0.3941663586689106,-0.98131200491189,0.7853086421546362,helm
38,1.108681723877871,-0.6705381724124349,-0.7555112761290902,-3.0915948384699714,tirith
39,-7.115662532392099,1.2342428104249592,1.897549067116289,-3.46211761613309,helm
40,-2.5261690679084383,0.30336232911611094,0.4661581322739668,-4.944333795843431,tirith
41,20.355142510879258,-1.989299927719329,-5.396877997536579,-1.5012494254491988,rivendale
42,10.530859220130235,-1.2265363997358567,-2.5912472815937724,2.191576592039304,tirith
43,16.93207633907295,-2.0995169310418347,-4.447970516263759,-3.0904757839236296,helm
44,-4.994211348089379,1.1391292275108655,1.4006271072277179,-1.3181219190045876,helm
45,-3.357041534196473,0.09828023515116102,0.898119316638142,0.3952182440454748,helm
46,7.894335119174778,-1.7612291317676414,-1.7994771035453518,-1.3712809591674056,rivendale
47,-0.9065172288836083,-0.4126468327243723,0.07644587142811243,2.714035636924822,moria
48,-15.878112470588606,1.528164094198329,3.893159928916208,6.025404593452628,helm
49,2.147050955322257,-0.09047498282654631,-0.32447171452682305,3.6772995279852014,tirith
50,4.257464531928729,-0.20892483143799112,-0.8565207203366564,-3.0975649115325163,rivendale
51,0.856250004954635,-0.29286085469288886,-0.44990649944312255,-5.57094358224308,helm
52,7.946933552152734,-1.2029095137827053,-2.3756691645695747,1.5215397715379904,helm
53,2.130600391028335,-0.2842914318465981,-0.7178316377590648,1.9410512198224974,moria
54,1.3859810077175,-0.6004093990019146,-0.33991814615047855,-1.903612744496029,rivendale
55,-11.54870641766538,1.2322195258530446,3.324017553600095,-0.8954736830063809,moria
56,8.911450930918658,-0.7688544848010306,-2.8303475957052875,1.2335496908841859,moria
57,2.6978019588570654,0.42988288330797025,-0.7448238554338859,-1.1462116789756043,helm
58,-6.582006926665153,0.20423284516985407,1.4052779144617682,4.168373311993862,moria
59,1.4436988345195736,0.08952827438330002,-0.2897385989997158,1.8479635062906528,helm
60,4.058990181487513,-0.12044782251979108,-0.7378386718709136,7.180822974618383,moria
61,0.3885931587578706,-0.02287636953552674,-0.07836045751207678,0.43844788483851493,tirith
62,-4.112898752650683,1.0964496974905886,0.8365377650575163,1.5201049717154798,rivendale
63,14.110006278289832,-1.4247796316827164,-3.327366471448062,2.835087600179272,moria
64,-2.619065010792439,-0.19139806833248169,0.43798893461573774,0.3968073621933998,rivendale
65,6.370305435869294,-0.885766123409116,-1.3676413960531582,-0.6480419545740734,helm
66,7.69100468132157,-1.2072047389645761,-2.532719675734036,0.20518862353791745,tirith
67,-20.748000879002134,2.0203214292228653,5.318895812366878,1.8052597557313064,helm
68,3.1529085352604502,0.23729110650774943,-0.5834859488545225,-1.5122589687444221,moria
69,1.5179585929810888,-0.23737788741558663,-0.11220974750675428,-1.1415538184761442,tirith
70,17.025209181032512,-2.761987107958605,-4.611003900350271,-4.029137846281242,rivendale
71,-0.8060027733347743,-0.6982239359657567,-0.1349771245342548,3.5290084321113064,tirith
72,-2.635123702699531,0.6972544476728201,0.8525095802554823,-0.883267076839146,tirith
73,4.061399634699419,-0.6304844658300063,-0.8389233317621513,-6.131820318008378,moria
74,5.651163561778079,-1.2420912726504583,-1.5911683124785005,3.7815403142367843,rivendale
75,1.3121184951915732,-0.335631495729459,-0.26381124171995796,-0.33738819536969633,moria
76,8.55050832143303,-0.858496683821226,-1.7739298451869632,-0.7490226734988921,rivendale
77,-8.730627754732522,0.31288810015752555,1.7907573090215823,1.7603555295924247,tirith
78,-2.1430804723002295,0.3220943664198237,1.0212544507602022,4.544470710210613,moria
79,6.522340269000547,-0.5000015748442859,-1.502887907683175,-3.981775566094662,helm
80,-16.225367414054297,1.4108491262236185,4.199927767870859,2.5277062310125786,tirith
81,-11.597404008665151,0.46240221878526144,2.7128280371174585,2.5999829476881264,rivendale
82,12.04074711151931,-1.41875894241957,-3.208931163563227,3.027424183395545,helm
83,-6.595012023072932,0.7272579852615884,1.7113303035404324,4.011745308380413,moria
84,32.45815419562105,-3.4076954453042987,-8.016737959722485,-2.683844022025884,moria
85,-8.259069877590939,1.5007037480049625,2.007951946601991,2.9037963984156496,tirith
86,1.1650484093708062,0.10279791987412634,-0.14571825722515364,4.291672429471049,rivendale
87,-10.451215660777613,1.9532759895804732,2.3724185439465106,4.022518434491606,rivendale
88,-3.883131712582584,0.7394521420050787,1.0142872657222075,1.086378819194763,tirith
89,-12.707513563261687,1.0165026438206022,3.240067221404119,1.6161362249675733,tirith
90,-19.764190663510412,1.4944249756175871,4.600131768706995,5.445961861738685,helm
91,14.361345753537726,-0.8177136183516316,-2.6037711536575223,-2.348175099350537,tirith
92,15.265101514689178,-2.195137377405167,-4.015020772586147,-7.278246669859035,tirith
93,-7.038310442844919,0.4255680878117555,1.6823941400583466,1.8773789625237909,helm
94,-20.40194100365648,1.9555875001800938,5.084668486347491,-0.1271209650508669,rivendale
95,14.670687141019807,-0.8631119680744535,-3.454472430367722,4.069850028942974,rivendale
96,-28.59454803719994,3.4199123780154412,7.119427671338713,0.532948458883095,tirith
97,-1.3521533392649294,-0.4519416391790898,0.27380467989395285,0.05556233111346609,moria
98,10.110250718902194,-0.687740623737559,-2.4466225719117007,-9.059906360055779,helm
99,5.224809728517818,-0.0918827323373764,-1.1166645182939312,-1.8146117015025773,rivendale
100,1.6056405275146182,-0.4713130966681829,-0.2835974847939199,-2.513403359984252,moria
101,-23.586934601286984,2.565948557642198,5.544553140870899,0.39980302926881905,tirith
102,15.489799036996406,-1.0129471826846113,-3.524140022611718,5.357892887993421,rivendale
103,14.735173772399815,-2.140870883976169,-3.5194891205057504,-3.862871870567739,helm
104,-6.13195501682045,0.8858630063752075,1.890436358322891,-0.8574661517173829,rivendale
105,-3.1591806793710906,0.37908645095896876,1.0747089967716859,1.2374622513122189,tirith
106,3.763076353614845,-0.6500866601583218,-1.1619986554886896,-2.7391431061210327,tirith
107,-0.6500261118248924,-0.8616569201364015,0.47254468422514995,-4.901214159806578,tirith
108,6.77494897305026,0.15535571065582088,-1.6882319529303038,5.248706637799907,moria
109,-0.09984469018611764,-1.4723834205879738,-0.503785521127996,-4.1378910120771035,rivendale
110,5.987269461225575,-0.7620747458209531,-1.353539229465818,6.076506249464482,moria
111,-12.659521111184914,1.9093448751213866,3.462732812156053,7.201802431166868,moria
112,4.237430434843734,-0.5653224008714643,-1.221187606499211,-1.2702099955016308,tirith
113,19.302307799411018,-2.6955627149737826,-4.6354056310724046,5.892775076677269,helm
114,13.03193798648106,-0.8176190189724308,-3.438283365551783,2.7425043013165618,tirith
115,-2.2250679123867565,0.5099073115952957,0.861761777647053,5.321153409302961,tirith
116,15.613777001297995,-1.505818133048404,-3.85001669814618,5.029946149435629,moria
117,11.812825581266981,-1.069150354902415,-2.844768993751548,3.857012695563749,helm
118,1.5408191980810815,-0.443321282822742,-0.701479265079913,2.275152172249237,tirith
119,6.97470228172184,0.15467100171050818,-1.5441248028567194,4.98555415190134,moria
120,7.103426575902092,-1.005553147423849,-1.734154014853367,1.357735571958613,tirith
121,-0.35414615487162515,0.24361567102458614,0.47576603840253134,6.404883034930045,tirith
122,-22.132513867440476,1.9335064206827828,5.57879954141336,2.954661203759594,moria
123,-1.2912660839279986,0.40369072643315573,0.3491603173967875,-1.6303105450165631,moria
124,16.08255990880777,-1.9101691574220157,-3.494515232146633,1.9736417285567325,tirith
125,15.777408250638063,-1.816118809978719,-3.9670338825364624,2.542083914933939,helm
126,-2.5363285586914666,0.08668679483804487,0.5280358456134412,4.462812698959351,rivendale
127,-6.259239739847011,0.8843187618316414,1.0628032391530917,-0.16227508610111752,helm
128,-11.139567883116856,1.5859100156472188,2.6568921329651536,2.7265404415581003,helm
129,-2.2076842586246874,0.1552366005231765,0.6241579866776945,4.562879966445427,tirith
130,21.849127724187813,-2.3791379160946082,-5.043708269412061,-1.176355140686422,tirith
131,-8.291092124928914,1.1267690122617544,2.159859707170958,-0.8007066030566186,helm
132,1.6922302842801438,0.8751221592010727,-0.5050348137667693,3.1521865383917316,rivendale
133,-13.017403219693177,1.60302050723113,3.4551369243551084,-1.6624032365536348,rivendale
134,2.2041232725863873,-0.011478202137799896,-0.714993743601599,-2.2183671938132843,rivendale
135,-3.8045482076860977,1.1536328355542238,0.787320177775058,-0.6728774900931969,rivendale
136,-3.3432955313772412,0.008365977348056552,0.4947447397269167,3.415410903761466,tirith
137,-4.804358055392185,-0.17262913914030778,1.3395489526675224,-1.3380694425629516,tirith
138,10.366438190086068,-0.9999200723396217,-2.3774080808152185,-0.6396250201280261,helm
139,-7.932029226909776,0.604819704252199,1.6808936747638183,-6.403085033422893,tirith
140,8.828903870813951,-1.102561852785584,-2.08051223793137,2.4310028251603617,tirith
141,9.14090098188048,-0.10796009710086638,-1.9497842970629289,6.971515598101973,rivendale
142,-26.722394002520627,3.2428020314395,6.8848356402799595,2.726838276432863,helm
